"Cell line","Culture","Pool","Dose","Vehicle","log2-fold change","Viability"
"HOS_BONE","PR500","P113","15","DMSO","-0.0393","0.973"
"SNU46_UPPER_AERODIGESTIVE_TRACT","PR500","P120","1.667","DMSO","-0.0389","0.973"
"COLO668_LUNG","PR500","P103","1.667","DMSO","-0.0387","0.974"
"TT_OESOPHAGUS","PR500","P110","15","DMSO","-0.0385","0.974"
"MSTO211H_PLEURA","PR500","P114","15","DMSO","-0.0366","0.975"
"COLO792_SKIN","PR500","P115","1.667","DMSO","-0.0371","0.975"
"HCC1937_BREAST","PR500","P120","0.5556","DMSO","-0.0364","0.975"
"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","PR500","P119","0.5556","DMSO","-0.0367","0.975"
"AGS_STOMACH","PR500","P101","15","DMSO","-0.0372","0.975"
"SW620_LARGE_INTESTINE","PR500","P108","15","DMSO","-0.0353","0.976"
"LS513_LARGE_INTESTINE","PR500","P103","45","DMSO","-0.0349","0.976"
"EFM192A_BREAST","PR500","P115","0.5556","DMSO","-0.0351","0.976"
"TE11_OESOPHAGUS","PR500","P105","45","DMSO","-0.0346","0.976"
"HS294T_SKIN","PR500","P110","15","DMSO","-0.0345","0.976"
"253J_URINARY_TRACT","PR500","P104","1.667","DMSO","-0.0339","0.977"
"HDQP1_BREAST","PR500","P116","1.667","DMSO","-0.033","0.977"
"CL34_LARGE_INTESTINE","PR500","P115","15","DMSO","-0.0315","0.978"
"SW1353_BONE","PR500","P103","5","DMSO","-0.0303","0.979"
"OV56_OVARY","PR500","P116","1.667","DMSO","-0.0307","0.979"
"KMRC1_KIDNEY","PR500","P106","1.667","DMSO","-0.0296","0.98"
"HS852T_SKIN","PR500","P114","5","DMSO","-0.0299","0.98"
"LOVO_LARGE_INTESTINE","PR500","P109","0.5556","DMSO","-0.0291","0.98"
"PATU8988T_PANCREAS","PR500","P104","1.667","DMSO","-0.0289","0.98"
"UACC257_SKIN","PR500","P118","0.5556","DMSO","-0.0295","0.98"
"DANG_PANCREAS","PR500","P114","15","DMSO","-0.0255","0.982"
"SW1990_PANCREAS","PR500","P115","15","DMSO","-0.0267","0.982"
"NCIH292_LUNG","PR500","P113","1.667","DMSO","-0.0266","0.982"
"UBLC1_URINARY_TRACT","PR500","P120","0.5556","DMSO","-0.0259","0.982"
"TEN_ENDOMETRIUM","PR500","P119","1.667","DMSO","-0.0266","0.982"
"22RV1_PROSTATE","PR500","P111","5","DMSO","-0.0259","0.982"
"NCIH522_LUNG","PR500","P114","1.667","DMSO","-0.0248","0.983"
"CORL105_LUNG","PR500","P112","45","DMSO","-0.0243","0.983"
"BT474_BREAST","PR500","P119","0.5556","DMSO","-0.0244","0.983"
"NCIH596_LUNG","PR500","P115","0.5556","DMSO","-0.0239","0.984"
"SW480_LARGE_INTESTINE","PR500","P108","15","DMSO","-0.0224","0.985"
"SUIT2_PANCREAS","PR500","P104","0.5556","DMSO","-0.0213","0.985"
"SNU668_STOMACH","PR500","P112","0.5556","DMSO","-0.0194","0.987"
"RL952_ENDOMETRIUM","PR500","P103","15","DMSO","-0.0176","0.988"
"KNS62_LUNG","PR500","P109","15","DMSO","-0.0177","0.988"
"SNU1214_UPPER_AERODIGESTIVE_TRACT","PR500","P120","45","DMSO","-0.0173","0.988"
"MIAPACA2_PANCREAS","PR500","P101","15","DMSO","-0.0161","0.989"
"42MGBA_CENTRAL_NERVOUS_SYSTEM","PR500","P102","1.667","DMSO","-0.0164","0.989"
"A673_BONE","PR500","P109","1.667","DMSO","-0.016","0.989"
"TM31_CENTRAL_NERVOUS_SYSTEM","PR500","P116","0.5556","DMSO","-0.0161","0.989"
"EWS502_BONE","PR500","P116","1.667","DMSO","-0.0158","0.989"
"PANC1_PANCREAS","PR500","P106","1.667","DMSO","-0.0144","0.99"
"WM88_SKIN","PR500","P117","15","DMSO","-0.0141","0.99"
"PANC0327_PANCREAS","PR500","P120","1.667","DMSO","-0.014","0.99"
"CAPAN2_PANCREAS","PR500","P120","15","DMSO","-0.0138","0.99"
"HUH7_LIVER","PR500","P109","0.5556","DMSO","-0.0125","0.991"
"NCIH1435_LUNG","PR500","P113","1.667","DMSO","-0.0124","0.991"
"KYSE510_OESOPHAGUS","PR500","P107","15","DMSO","-0.0114","0.992"
"OSRC2_KIDNEY","PR500","P117","1.667","DMSO","-0.0112","0.992"
"A673_BONE","PR500","P109","0.5556","DMSO","-0.0101","0.993"
"ISTMES1_PLEURA","PR500","P120","5","DMSO","-0.0108","0.993"
"TCCPAN2_PANCREAS","PR500","P110","15","DMSO","-0.0105","0.993"
"MKN1_STOMACH","PR500","P106","45","DMSO","-0.00896","0.994"
"LK2_LUNG","PR500","P116","15","DMSO","-0.0088","0.994"
"PANC1_PANCREAS","PR500","P106","0.5556","DMSO","-0.00656","0.995"
"CADOES1_BONE","PR500","P103","1.667","DMSO","-0.0067","0.995"
"KU1919_URINARY_TRACT","PR500","P104","0.5556","DMSO","-0.00661","0.995"
"HCC44_LUNG","PR500","P104","1.667","DMSO","-0.00728","0.995"
"ECGI10_OESOPHAGUS","PR500","P110","1.667","DMSO","-0.00651","0.995"
"JHH6_LIVER","PR500","P102","0.5556","DMSO","-0.00511","0.996"
"SKOV3_OVARY","PR500","P106","15","DMSO","-0.00646","0.996"
"ZR751_BREAST","PR500","P115","15","DMSO","-0.00582","0.996"
"MEWO_SKIN","PR500","P110","0.5556","DMSO","-0.00607","0.996"
"NCIH2126_LUNG","PR500","P118","15","DMSO","-0.00619","0.996"
"COLO680N_OESOPHAGUS","PR500","P119","1.667","DMSO","-0.00649","0.996"
"SNU1079_BILIARY_TRACT","PR500","P119","1.667","DMSO","-0.00507","0.996"
"IGR37_SKIN","PR500","P102","15","DMSO","-0.00458","0.997"
"HS729_SOFT_TISSUE","PR500","P115","45","DMSO","-0.00368","0.997"
"639V_URINARY_TRACT","PR500","P104","15","DMSO","-0.00389","0.997"
"ISTMES2_PLEURA","PR500","P112","45","DMSO","-0.00408","0.997"
"RMUGS_OVARY","PR500","P110","0.5556","DMSO","-0.00456","0.997"
"SNU407_LARGE_INTESTINE","PR500","P108","0.5556","DMSO","-0.00299","0.998"
"SW1353_BONE","PR500","P103","0.5556","DMSO","-0.00272","0.998"
"ACHN_KIDNEY","PR500","P110","0.5556","DMSO","-0.00247","0.998"
"KYSE150_OESOPHAGUS","PR500","P105","15","DMSO","-0.00187","0.999"
"A704_KIDNEY","PR500","P108","0.5556","DMSO","0.0069","1"
"HT1080_SOFT_TISSUE","PR500","P102","1.667","DMSO","-0.0000434","1"
"BHT101_THYROID","PR500","P103","1.667","DMSO","0.000911","1"
"CORL23_LUNG","PR500","P107","15","DMSO","0.000987","1"
"BXPC3_PANCREAS","PR500","P104","1.667","DMSO","-0.0000423","1"
"KNS62_LUNG","PR500","P109","0.5556","DMSO","0.00241","1"
"CAMA1_BREAST","PR500","P113","1.667","DMSO","0.00176","1"
"NCIH1373_LUNG","PR500","P113","15","DMSO","0.00597","1"
"HDQP1_BREAST","PR500","P116","15","DMSO","-0.000183","1"
"ONCODG1_OVARY","PR500","P120","1.667","DMSO","0.00431","1"
"ASPC1_PANCREAS","PR500","P120","15","DMSO","0.00663","1"
"ISTMES1_PLEURA","PR500","P120","45","DMSO","0.000794","1"
"NCIH1915_LUNG","PR500","P120","1.667","DMSO","-0.000047","1"
"SQ1_LUNG","PR500","P119","15","DMSO","0.00533","1"
"TEN_ENDOMETRIUM","PR500","P119","15","DMSO","0.00177","1"
"22RV1_PROSTATE","PR500","P111","0.5556","DMSO","0.0022","1"
"A375_SKIN","PR500","P102","15","DMSO","0.0167","1.01"
"BFTC909_KIDNEY","PR500","P102","15","DMSO","0.0184","1.01"
"NCIH520_LUNG","PR500","P103","15","DMSO","0.00968","1.01"
"HEC1B_ENDOMETRIUM","PR500","P103","15","DMSO","0.0192","1.01"
"COLO668_LUNG","PR500","P103","0.5556","DMSO","0.00763","1.01"
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","PR500","P106","0.5556","DMSO","0.0162","1.01"
"PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","PR500","P106","15","DMSO","0.0212","1.01"
"SKMEL30_SKIN","PR500","P114","1.667","DMSO","0.0129","1.01"
"SKMEL30_SKIN","PR500","P114","5","DMSO","0.0146","1.01"
"MFE296_ENDOMETRIUM","PR500","P105","15","DMSO","0.0119","1.01"
"SNU1066_UPPER_AERODIGESTIVE_TRACT","PR500","P105","15","DMSO","0.0149","1.01"
"EN_ENDOMETRIUM","PR500","P112","15","DMSO","0.0192","1.01"
"HSC3_UPPER_AERODIGESTIVE_TRACT","PR500","P112","45","DMSO","0.0158","1.01"
"BICR56_UPPER_AERODIGESTIVE_TRACT","PR500","P117","15","DMSO","0.0105","1.01"
"OSRC2_KIDNEY","PR500","P117","15","DMSO","0.0158","1.01"
"8MGBA_CENTRAL_NERVOUS_SYSTEM","PR500","P105","5","DMSO","0.0134","1.01"
"SNU213_PANCREAS","PR500","P105","1.667","DMSO","0.0115","1.01"
"UACC257_SKIN","PR500","P118","1.667","DMSO","0.0123","1.01"
"BICR16_UPPER_AERODIGESTIVE_TRACT","PR500","P118","0.5556","DMSO","0.0177","1.01"
"COV362_OVARY","PR500","P120","15","DMSO","0.0124","1.01"
"UACC62_SKIN","PR500","P120","15","DMSO","0.0102","1.01"
"SNU410_PANCREAS","PR500","P116","15","DMSO","0.0182","1.01"
"LS1034_LARGE_INTESTINE","PR500","P119","15","DMSO","0.013","1.01"
"SW900_LUNG","PR500","P119","15","DMSO","0.0135","1.01"
"BT549_BREAST","PR500","P119","1.667","DMSO","0.00779","1.01"
"22RV1_PROSTATE","PR500","P111","45","DMSO","0.0208","1.01"
"ES2_OVARY","PR500","P101","15","DMSO","0.0154","1.01"
"HS766T_PANCREAS","PR500","P108","1.667","DMSO","0.0295","1.02"
"NCIH2052_PLEURA","PR500","P108","0.5556","DMSO","0.0268","1.02"
"A704_KIDNEY","PR500","P108","1.667","DMSO","0.0344","1.02"
"FTC133_THYROID","PR500","P102","5","DMSO","0.0242","1.02"
"KELLY_AUTONOMIC_GANGLIA","PR500","P103","5","DMSO","0.0308","1.02"
"RMGI_OVARY","PR500","P103","15","DMSO","0.0313","1.02"
"PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","PR500","P106","0.5556","DMSO","0.025","1.02"
"NCIH358_LUNG","PR500","P115","45","DMSO","0.0251","1.02"
"HEC59_ENDOMETRIUM","PR500","P115","1.667","DMSO","0.0268","1.02"
"PK45H_PANCREAS","PR500","P115","15","DMSO","0.0229","1.02"
"LOXIMVI_SKIN","PR500","P104","5","DMSO","0.0247","1.02"
"KP2_PANCREAS","PR500","P109","1.667","DMSO","0.0327","1.02"
"KP2_PANCREAS","PR500","P109","15","DMSO","0.023","1.02"
"BFTC905_URINARY_TRACT","PR500","P109","15","DMSO","0.0259","1.02"
"OE33_OESOPHAGUS","PR500","P109","1.667","DMSO","0.0348","1.02"
"SF126_CENTRAL_NERVOUS_SYSTEM","PR500","P105","15","DMSO","0.0331","1.02"
"EN_ENDOMETRIUM","PR500","P112","0.5556","DMSO","0.0336","1.02"
"OVCAR8_OVARY","PR500","P112","15","DMSO","0.0257","1.02"
"HT55_LARGE_INTESTINE","PR500","P113","15","DMSO","0.0335","1.02"
"LS180_LARGE_INTESTINE","PR500","P113","15","DMSO","0.0282","1.02"
"SNU1196_BILIARY_TRACT","PR500","P113","1.667","DMSO","0.0225","1.02"
"ABC1_LUNG","PR500","P113","0.5556","DMSO","0.023","1.02"
"PECAPJ49_UPPER_AERODIGESTIVE_TRACT","PR500","P116","15","DMSO","0.0235","1.02"
"NCIH650_LUNG","PR500","P117","15","DMSO","0.0242","1.02"
"NUGC3_STOMACH","PR500","P117","0.5556","DMSO","0.0345","1.02"
"NCIH446_LUNG","PR500","P117","1.667","DMSO","0.0355","1.02"
"MFE319_ENDOMETRIUM","PR500","P118","15","DMSO","0.0228","1.02"
"NCIH747_LARGE_INTESTINE","PR500","P118","1.667","DMSO","0.0301","1.02"
"KALS1_CENTRAL_NERVOUS_SYSTEM","PR500","P117","1.667","DMSO","0.0221","1.02"
"NCIH841_LUNG","PR500","P118","45","DMSO","0.0312","1.02"
"SNU1041_UPPER_AERODIGESTIVE_TRACT","PR500","P118","15","DMSO","0.0352","1.02"
"OVISE_OVARY","PR500","P116","15","DMSO","0.0278","1.02"
"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","PR500","P119","1.667","DMSO","0.0291","1.02"
"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","PR500","P119","15","DMSO","0.026","1.02"
"COLO680N_OESOPHAGUS","PR500","P119","15","DMSO","0.0238","1.02"
"TM87_SOFT_TISSUE","PR500","P116","1.667","DMSO","0.026","1.02"
"SKNEP1_BONE","PR500","P116","15","DMSO","0.0343","1.02"
"RKO_LARGE_INTESTINE","PR500","P101","15","DMSO","0.0316","1.02"
"UO31_KIDNEY","PR500","P101","1.667","DMSO","0.03","1.02"
"HMC18_BREAST","PR500","P101","1.667","DMSO","0.0329","1.02"
"KURAMOCHI_OVARY","PR500","P108","45","DMSO","0.0426","1.03"
"NCIH1437_LUNG","PR500","P107","15","DMSO","0.0489","1.03"
"SNU61_LARGE_INTESTINE","PR500","P103","15","DMSO","0.0374","1.03"
"VMRCRCW_KIDNEY","PR500","P103","15","DMSO","0.0488","1.03"
"GOS3_CENTRAL_NERVOUS_SYSTEM","PR500","P114","15","DMSO","0.0496","1.03"
"RERFLCAD2_LUNG","PR500","P109","45","DMSO","0.0472","1.03"
"COLO792_SKIN","PR500","P115","45","DMSO","0.0471","1.03"
"CHL1_SKIN","PR500","P104","45","DMSO","0.0399","1.03"
"A673_BONE","PR500","P109","5","DMSO","0.0366","1.03"
"JHH5_LIVER","PR500","P109","0.5556","DMSO","0.0412","1.03"
"BFTC905_URINARY_TRACT","PR500","P109","1.667","DMSO","0.0467","1.03"
"HCC56_LARGE_INTESTINE","PR500","P113","1.667","DMSO","0.0392","1.03"
"DETROIT562_UPPER_AERODIGESTIVE_TRACT","PR500","P116","15","DMSO","0.0409","1.03"
"2313287_STOMACH","PR500","P117","1.667","DMSO","0.0368","1.03"
"SNU213_PANCREAS","PR500","P105","15","DMSO","0.039","1.03"
"HARA_LUNG","PR500","P111","1.667","DMSO","0.0454","1.03"
"KYSE70_OESOPHAGUS","PR500","P101","0.5556","DMSO","0.0385","1.03"
"ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","PR500","P101","0.5556","DMSO","0.0407","1.03"
"IGR37_SKIN","PR500","P102","0.5556","DMSO","0.0508","1.04"
"IGR37_SKIN","PR500","P102","1.667","DMSO","0.0603","1.04"
"GB1_CENTRAL_NERVOUS_SYSTEM","PR500","P107","45","DMSO","0.0575","1.04"
"BEN_LUNG","PR500","P106","15","DMSO","0.0566","1.04"
"CALU1_LUNG","PR500","P106","15","DMSO","0.0631","1.04"
"NCIH1838_LUNG","PR500","P106","1.667","DMSO","0.0526","1.04"
"PK59_PANCREAS","PR500","P114","1.667","DMSO","0.0531","1.04"
"T47D_BREAST","PR500","P114","1.667","DMSO","0.0587","1.04"
"HS852T_SKIN","PR500","P114","1.667","DMSO","0.0592","1.04"
"COLO792_SKIN","PR500","P115","0.5556","DMSO","0.0518","1.04"
"NCIH358_LUNG","PR500","P115","15","DMSO","0.0567","1.04"
"HCT116_LARGE_INTESTINE","PR500","P104","15","DMSO","0.0557","1.04"
"CJM_SKIN","PR500","P109","15","DMSO","0.0618","1.04"
"LN229_CENTRAL_NERVOUS_SYSTEM","PR500","P109","15","DMSO","0.0625","1.04"
"HCC1438_LUNG","PR500","P109","15","DMSO","0.0549","1.04"
"MG63_BONE","PR500","P105","0.5556","DMSO","0.0593","1.04"
"MG63_BONE","PR500","P105","15","DMSO","0.0562","1.04"
"JMSU1_URINARY_TRACT","PR500","P110","0.5556","DMSO","0.0564","1.04"
"CFPAC1_PANCREAS","PR500","P110","15","DMSO","0.0526","1.04"
"KNS60_CENTRAL_NERVOUS_SYSTEM","PR500","P112","15","DMSO","0.0498","1.04"
"ISTMES2_PLEURA","PR500","P112","1.667","DMSO","0.0575","1.04"
"TE9_OESOPHAGUS","PR500","P113","15","DMSO","0.0506","1.04"
"A549_LUNG","PR500","P107","15","DMSO","0.0498","1.04"
"MPP89_PLEURA","PR500","P105","1.667","DMSO","0.0605","1.04"
"NCIH1693_LUNG","PR500","P118","1.667","DMSO","0.0622","1.04"
"KALS1_CENTRAL_NERVOUS_SYSTEM","PR500","P117","0.5556","DMSO","0.0595","1.04"
"RERFLCAD1_LUNG","PR500","P119","0.5556","DMSO","0.0528","1.04"
"SKNEP1_BONE","PR500","P116","1.667","DMSO","0.0597","1.04"
"NCIH157DM_LUNG","PR500","P107","15","DMSO","0.0627","1.04"
"JHH4_LIVER","PR500","P108","5","DMSO","0.0684","1.05"
"HCC827_LUNG","PR500","P107","15","DMSO","0.0676","1.05"
"SNUC2A_LARGE_INTESTINE","PR500","P107","15","DMSO","0.0636","1.05"
"NCIH1838_LUNG","PR500","P106","45","DMSO","0.0713","1.05"
"RERFLCAD2_LUNG","PR500","P109","15","DMSO","0.0712","1.05"
"HCC1806_BREAST","PR500","P115","15","DMSO","0.0672","1.05"
"786O_KIDNEY","PR500","P104","1.667","DMSO","0.0707","1.05"
"LOXIMVI_SKIN","PR500","P104","15","DMSO","0.0717","1.05"
"253J_URINARY_TRACT","PR500","P104","15","DMSO","0.0665","1.05"
"FADU_UPPER_AERODIGESTIVE_TRACT","PR500","P105","1.667","DMSO","0.0691","1.05"
"FADU_UPPER_AERODIGESTIVE_TRACT","PR500","P105","15","DMSO","0.0754","1.05"
"K029AX_SKIN","PR500","P112","45","DMSO","0.0764","1.05"
"ISTMES2_PLEURA","PR500","P112","0.5556","DMSO","0.0769","1.05"
"HUPT3_PANCREAS","PR500","P117","15","DMSO","0.071","1.05"
"HEC6_ENDOMETRIUM","PR500","P118","15","DMSO","0.076","1.05"
"WM793_SKIN","PR500","P118","15","DMSO","0.0671","1.05"
"S117_THYROID","PR500","P110","5","DMSO","0.0705","1.05"
"RCM1_LARGE_INTESTINE","PR500","P119","15","DMSO","0.0701","1.05"
"CAL29_URINARY_TRACT","PR500","P107","1.667","DMSO","0.0738","1.05"
"KYSE70_OESOPHAGUS","PR500","P101","15","DMSO","0.0724","1.05"
"G401_SOFT_TISSUE","PR500","P108","1.667","DMSO","0.0785","1.06"
"SNU407_LARGE_INTESTINE","PR500","P108","15","DMSO","0.0844","1.06"
"YH13_CENTRAL_NERVOUS_SYSTEM","PR500","P108","15","DMSO","0.0785","1.06"
"A704_KIDNEY","PR500","P108","15","DMSO","0.0774","1.06"
"QGP1_PANCREAS","PR500","P103","15","DMSO","0.0871","1.06"
"LS513_LARGE_INTESTINE","PR500","P103","15","DMSO","0.0903","1.06"
"LUDLU1_LUNG","PR500","P106","45","DMSO","0.0828","1.06"
"SNU466_CENTRAL_NERVOUS_SYSTEM","PR500","P116","15","DMSO","0.0823","1.06"
"SNU245_BILIARY_TRACT","PR500","P106","15","DMSO","0.0799","1.06"
"NCIH522_LUNG","PR500","P114","15","DMSO","0.0832","1.06"
"PANC0203_PANCREAS","PR500","P115","1.667","DMSO","0.0815","1.06"
"IGROV1_OVARY","PR500","P104","45","DMSO","0.0803","1.06"
"MCAS_OVARY","PR500","P104","15","DMSO","0.0816","1.06"
"CAL120_BREAST","PR500","P110","1.667","DMSO","0.0872","1.06"
"RERFLCMS_LUNG","PR500","P112","0.5556","DMSO","0.0842","1.06"
"HEC151_ENDOMETRIUM","PR500","P113","15","DMSO","0.0879","1.06"
"SKES1_BONE","PR500","P113","45","DMSO","0.0773","1.06"
"RH30_SOFT_TISSUE","PR500","P105","5","DMSO","0.088","1.06"
"SNU81_LARGE_INTESTINE","PR500","P117","1.667","DMSO","0.0785","1.06"
"RERFLCKJ_LUNG","PR500","P117","45","DMSO","0.0775","1.06"
"SW1271_LUNG","PR500","P117","15","DMSO","0.0905","1.06"
"MALME3M_SKIN","PR500","P120","45","DMSO","0.0879","1.06"
"U251MG_CENTRAL_NERVOUS_SYSTEM","PR500","P111","15","DMSO","0.0798","1.06"
"KYSE70_OESOPHAGUS","PR500","P101","1.667","DMSO","0.0817","1.06"
"UO31_KIDNEY","PR500","P101","0.5556","DMSO","0.0804","1.06"
"PATU8902_PANCREAS","PR500","P103","15","DMSO","0.0987","1.07"
"SW1353_BONE","PR500","P103","1.667","DMSO","0.0953","1.07"
"HEC1B_ENDOMETRIUM","PR500","P103","1.667","DMSO","0.101","1.07"
"PECAPJ15_UPPER_AERODIGESTIVE_TRACT","PR500","P103","15","DMSO","0.104","1.07"
"NCIH1573_LUNG","PR500","P106","0.5556","DMSO","0.101","1.07"
"8505C_THYROID","PR500","P107","0.5556","DMSO","0.0913","1.07"
"PK59_PANCREAS","PR500","P114","5","DMSO","0.0913","1.07"
"VMRCRCZ_KIDNEY","PR500","P114","15","DMSO","0.1","1.07"
"SNU423_LIVER","PR500","P115","15","DMSO","0.0927","1.07"
"JHH5_LIVER","PR500","P109","1.667","DMSO","0.102","1.07"
"JMSU1_URINARY_TRACT","PR500","P110","15","DMSO","0.0959","1.07"
"GCT_SOFT_TISSUE","PR500","P112","45","DMSO","0.0921","1.07"
"OUMS23_LARGE_INTESTINE","PR500","P113","15","DMSO","0.0958","1.07"
"PANC0403_PANCREAS","PR500","P117","15","DMSO","0.101","1.07"
"JHH7_LIVER","PR500","P118","15","DMSO","0.103","1.07"
"YD8_UPPER_AERODIGESTIVE_TRACT","PR500","P105","1.667","DMSO","0.103","1.07"
"SNU308_BILIARY_TRACT","PR500","P118","15","DMSO","0.102","1.07"
"NCIH1623_LUNG","PR500","P120","45","DMSO","0.0939","1.07"
"IALM_LUNG","PR500","P119","15","DMSO","0.1","1.07"
"BICR31_UPPER_AERODIGESTIVE_TRACT","PR500","P119","15","DMSO","0.096","1.07"
"MDAMB175VII_BREAST","PR500","P116","15","DMSO","0.1","1.07"
"KYSE410_OESOPHAGUS","PR500","P111","15","DMSO","0.103","1.07"
"SW837_LARGE_INTESTINE","PR500","P108","5","DMSO","0.109","1.08"
"DANG_PANCREAS","PR500","P114","45","DMSO","0.112","1.08"
"MESSA_SOFT_TISSUE","PR500","P107","1.667","DMSO","0.109","1.08"
"RD_SOFT_TISSUE","PR500","P115","1.667","DMSO","0.107","1.08"
"KNS62_LUNG","PR500","P109","45","DMSO","0.115","1.08"
"GI1_CENTRAL_NERVOUS_SYSTEM","PR500","P111","15","DMSO","0.114","1.08"
"SNU1196_BILIARY_TRACT","PR500","P113","45","DMSO","0.115","1.08"
"TE9_OESOPHAGUS","PR500","P113","5","DMSO","0.106","1.08"
"BCPAP_THYROID","PR500","P116","45","DMSO","0.117","1.08"
"NUGC3_STOMACH","PR500","P117","1.667","DMSO","0.105","1.08"
"NUGC3_STOMACH","PR500","P117","5","DMSO","0.111","1.08"
"NCIH1693_LUNG","PR500","P118","15","DMSO","0.115","1.08"
"NCIH446_LUNG","PR500","P117","5","DMSO","0.111","1.08"
"ONCODG1_OVARY","PR500","P120","5","DMSO","0.106","1.08"
"HS294T_SKIN","PR500","P110","5","DMSO","0.108","1.08"
"MELHO_SKIN","PR500","P110","0.5556","DMSO","0.108","1.08"
"SKMEL3_SKIN","PR500","P119","15","DMSO","0.11","1.08"
"PANC0813_PANCREAS","PR500","P116","1.667","DMSO","0.11","1.08"
"OE19_OESOPHAGUS","PR500","P111","45","DMSO","0.115","1.08"
"NCIH661_LUNG","PR500","P111","5","DMSO","0.112","1.08"
"LC1SQSF_LUNG","PR500","P111","15","DMSO","0.111","1.08"
"G361_SKIN","PR500","P101","15","DMSO","0.107","1.08"
"CAL54_KIDNEY","PR500","P101","1.667","DMSO","0.116","1.08"
"JHH4_LIVER","PR500","P108","0.5556","DMSO","0.126","1.09"
"NCIH2052_PLEURA","PR500","P108","45","DMSO","0.129","1.09"
"GAMG_CENTRAL_NERVOUS_SYSTEM","PR500","P111","0.5556","DMSO","0.121","1.09"
"JHH6_LIVER","PR500","P102","1.667","DMSO","0.124","1.09"
"BECKER_CENTRAL_NERVOUS_SYSTEM","PR500","P103","15","DMSO","0.123","1.09"
"SNU61_LARGE_INTESTINE","PR500","P103","1.667","DMSO","0.131","1.09"
"NCIH1573_LUNG","PR500","P106","5","DMSO","0.121","1.09"
"HCC1359_LUNG","PR500","P106","15","DMSO","0.129","1.09"
"8505C_THYROID","PR500","P107","15","DMSO","0.124","1.09"
"JHOS2_OVARY","PR500","P114","15","DMSO","0.126","1.09"
"TE6_OESOPHAGUS","PR500","P115","15","DMSO","0.121","1.09"
"NCIH1568_LUNG","PR500","P115","15","DMSO","0.126","1.09"
"RKN_SOFT_TISSUE","PR500","P109","1.667","DMSO","0.118","1.09"
"T3M10_LUNG","PR500","P112","15","DMSO","0.13","1.09"
"HCC95_LUNG","PR500","P112","15","DMSO","0.13","1.09"
"MDAMB436_BREAST","PR500","P113","1.667","DMSO","0.125","1.09"
"EBC1_LUNG","PR500","P113","45","DMSO","0.121","1.09"
"SKNAS_AUTONOMIC_GANGLIA","PR500","P116","15","DMSO","0.13","1.09"
"SKMEL24_SKIN","PR500","P118","1.667","DMSO","0.121","1.09"
"CAPAN2_PANCREAS","PR500","P120","1.667","DMSO","0.127","1.09"
"SKNEP1_BONE","PR500","P116","0.5556","DMSO","0.119","1.09"
"CAL29_URINARY_TRACT","PR500","P107","15","DMSO","0.12","1.09"
"SCABER_URINARY_TRACT","PR500","P108","15","DMSO","0.143","1.1"
"NCIH460_LUNG","PR500","P102","15","DMSO","0.136","1.1"
"CADOES1_BONE","PR500","P103","45","DMSO","0.134","1.1"
"LMSU_STOMACH","PR500","P114","45","DMSO","0.136","1.1"
"COLO792_SKIN","PR500","P115","15","DMSO","0.144","1.1"
"HS729_SOFT_TISSUE","PR500","P115","15","DMSO","0.137","1.1"
"NCIH358_LUNG","PR500","P115","5","DMSO","0.135","1.1"
"FTC238_THYROID","PR500","P104","45","DMSO","0.135","1.1"
"MDAMB468_BREAST","PR500","P112","15","DMSO","0.141","1.1"
"CORL105_LUNG","PR500","P112","5","DMSO","0.138","1.1"
"HCC56_LARGE_INTESTINE","PR500","P113","0.5556","DMSO","0.136","1.1"
"COLO800_SKIN","PR500","P117","1.667","DMSO","0.134","1.1"
"OE21_OESOPHAGUS","PR500","P118","15","DMSO","0.131","1.1"
"TE14_OESOPHAGUS","PR500","P118","0.5556","DMSO","0.142","1.1"
"CAL78_BONE","PR500","P120","15","DMSO","0.141","1.1"
"CAOV3_OVARY","PR500","P119","0.5556","DMSO","0.141","1.1"
"HT144_SKIN","PR500","P111","15","DMSO","0.132","1.1"
"HT144_SKIN","PR500","P111","45","DMSO","0.137","1.1"
"OE19_OESOPHAGUS","PR500","P111","1.667","DMSO","0.143","1.1"
"HEC1A_ENDOMETRIUM","PR500","P107","15","DMSO","0.151","1.11"
"J82_URINARY_TRACT","PR500","P108","15","DMSO","0.146","1.11"
"SNU1076_UPPER_AERODIGESTIVE_TRACT","PR500","P102","15","DMSO","0.152","1.11"
"ACCMESO1_PLEURA","PR500","P102","0.5556","DMSO","0.149","1.11"
"VMCUB1_URINARY_TRACT","PR500","P102","15","DMSO","0.147","1.11"
"OVK18_OVARY","PR500","P102","1.667","DMSO","0.155","1.11"
"OV7_OVARY","PR500","P103","1.667","DMSO","0.149","1.11"
"PC3_PROSTATE","PR500","P113","15","DMSO","0.156","1.11"
"HCC1806_BREAST","PR500","P115","45","DMSO","0.145","1.11"
"NCIH522_LUNG","PR500","P114","45","DMSO","0.146","1.11"
"CHL1_SKIN","PR500","P104","15","DMSO","0.15","1.11"
